search.id,University,Department,Position,Name,ecoevo,sex,PhD.taiwan,PhD.country,PhD.university,PhD.uni.rank,PhD,Assistant.since,full.professor,time.to.assistant,time.to.full,Paper.number.before,Paper.number.after,Associate.since,Professor.since,Year,Papers,Citations,Years,Cites_Year,Cites_Paper,Cites_Author,Papers_Author,Authors_Paper,h_index_before,h_index_after,h_index_diff,g_index,hc_index,hI_index,hI_norm,AWCR,AW_index,AWCRpA,e_index,hm_index,QueryDate,Cites_Author_Year,hI_annual,h_coverage,g_coverage,star_count,year_first,year_last,ECC,acc1,acc2,acc5,acc20,hA,beforeafter,stage
122,National Sun Yat-sen University,Department of Marine Biotechnology and Resources,Professor,Tse-Min_Lee,1,m,Taiwan,Taiwan,National Taiwan University,68,1991,1995,2000,4,5,NA,NA,NA,NA, 1996 to 2000,22,830,25,33.2,37.73,413.17,12.08,2.18,15,6,-9,22,6,6.43,11,35.51,5.96,17.8,23.6,8.75,12/20/21 22:01,16.52,0.44,94.2,100,0,1996,2000,830,13,5,1,0,3,before,full
123,National Tsing Hua University,Department of Life Science,Assistant Professor,Tsung-Han_Kuo,1,m,non-Taiwan,USA,Baylor College of Medicine ,NA,2012,2016,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
124,National Cheng Kung University,Department of Life Sciences,Assistant Professor,Tsyr-Huei_Chiou,1,m,non-Taiwan,USA,University of Maryland; Baltimore County,775,2008,2012,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
125,National Chung Hsing University,Department of Horticulture,Associate Professor,Tung-Chi_Liu,1,m,non-Taiwan,Japan,Chiba University,477,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
126,National Cheng Kung University,Department of Life Sciences,Professor,Tzen-Yuh_Chiang,1,m,non-Taiwan,USA,Washington University in St. Louis,107,1994,1996,2001,2,5,NA,NA,NA,NA, 1997 to 2001,41,1545,24,64.38,37.68,472.2,16.7,3.22,19,16,-3,39,10,5.47,13,72.34,8.51,21.99,32.48,8.3,12/2/21 1:37,19.67,0.54,91.7,100,1,1997,2001,1545,19,11,4,0,5,before,full
127,Academia Sinica,Biodiversity Research Center,Assistant Professor,Tzu-Hao_Lin,1,m,Taiwan,Taiwan,National Taiwan University,68,2013,2020,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
128,National Sun Yat-sen University,Department of Oceanography,Assistant Professor,Tzu-Hsuan_Tu,1,f,Taiwan,Taiwan,National Taiwan University,68,2014,2019,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
129,National Taiwan University,Department of Forestry and Resource Conservation,Professor,Tzung-Su_Ding,1,m,non-Taiwan,USA,University of California; Davis,108,2001,2002,2019,1,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
130,National Taiwan University,School of Veterinary Medicine,Associate Professor,Wei-Cheng_Yang,1,m,Taiwan,Taiwan,National Taiwan University,68,2008,2009,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
131,National Taiwan University,Institute of Oceanography,Professor,Wei-Jen_Chen,1,m,non-Taiwan,France,Université Paris VI,NA,2001,2010,2017,9,7,NA,NA,NA,NA, 2013 to 2017,28,862,8,107.75,30.79,200.25,6.91,4.39,17,NA,,28,15,3.57,9,133.44,11.55,30.84,21.19,6.08,12/14/21 21:23,25.03,1.13,85.6,100,2,2013,2017,862,26,24,10,0,7,before,full
132,National Taiwan Normal University,Graduate Institute of Environmental Education,Professor,Wei-Ta_Fang,1,m,non-Taiwan,USA,Texas A&M University,168,2005,2008,2019,3,11,NA,NA,NA,NA, 2015 to 2019,23,594,6,99,25.83,130.72,6.09,4.48,14,NA,,23,14,3.16,6,160.03,12.65,36.01,18.52,4.53,12/20/21 19:39,21.78,1,90.7,100,6,2015,2019,594,20,20,10,1,7,before,full
133,National Chung Hsing University,Department of Entomology,Professor,Wen-Bin_Yeh,1,m,Taiwan,Taiwan,National Chung Hsing University,675,1998,1998,2015,0,17,NA,NA,NA,NA, 2011 to 2015,5,59,9,6.56,11.8,13.97,1.07,5,4,5,1,5,3,0.8,2,8.97,2.99,2.1,6.48,0.88,12/12/21 16:53,1.55,0.22,98.3,100,0,2012,2015,59,3,2,0,0,2,before,full
134,National Taiwan University,Department of Agronomy,Associate Professor,Wen-Po_Chuang,1,m,non-Taiwan,USA,Pennsylvania State University,96,2012,2014,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
135,National Sun Yat-sen University,Department of Marine Biotechnology and Resources,Professor,Wen-Tseng_Lo,1,m,non-Taiwan,USA,Texas A&M University,168,1995,1995,2005,0,10,NA,NA,NA,NA, 2001 to 2005,11,392,20,19.6,35.64,114.8,3.44,3.64,9,8,-1,11,6,2.31,7,22.92,4.79,6.72,17.49,2.6,12/20/21 20:59,5.74,0.35,98.7,100,0,2001,2005,392,8,6,0,0,3,before,full
136,National Taiwan University,Institute of Ecology and Evolutionary Biology,Professor,Wen-Yuan_Kao,1,f,non-Taiwan,USA,University of Maryland; College Park,158,1992,1994,2006,2,12,NA,NA,NA,NA, 2001 to 2005,6,298,20,14.9,49.67,103.37,1.95,3.33,6,9,3,6,5,1.8,5,15.99,4,5.49,16.19,1.95,12/5/21 3:09,5.16,0.25,100,100,0,2001,2005,298,5,4,1,0,3,before,full
137,National Cheng Kung University,Department of Life Sciences,Professor,Ya-Fu_Lee,1,m,non-Taiwan,USA,The University of Tennessee,545,1999,2002,2010,3,8,NA,NA,NA,NA, 2006 to 2010,9,247,15,16.47,27.44,58.13,2,4.78,7,4,-3,9,4,1.36,3,19.43,4.41,4.58,13.82,1.76,12/2/21 2:17,3.87,0.2,97.2,100,1,2006,2010,247,4,2,1,0,2,before,full
138,Academia Sinica,Institute of Cellular and Organismic Biology,Associate Professor,Ya-Hui_Chou,1,f,Taiwan,Taiwan,National Defense Medical Center,NA,2003,2011,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
139,National Chung Hsing University,Department of Forestry,Professor,Yen-Hsueh_Tseng,1,m,Taiwan,Taiwan,National Taiwan University,68,1990,NA,2005,NA,NA,NA,NA,NA,NA, 2001 to 2005,2,6,18,0.33,3,3,1,2,1,8,7,2,1,0.5,1,0.33,0.58,0.17,2.24,0.5,12/31/21 3:22,0.16,0.06,100,100,0,2003,2003,6,0,0,0,0,0,before,full
140,National Yang Ming Chiao Tung University,Department of Biological Science and Technology,Associate Professor,Yeong-Shin_Lin_,1,m,Taiwan,Taiwan,National Yang Ming Chiao Tung University,268,2005,2007,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
141,National Taiwan University,Institute of Oceanography,Associate Professor,Yi-Jay_Chang,1,m,Taiwan,Taiwan,National Taiwan University,68,2011,2016,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
142,Academia Sinica,Biodiversity Research Center,Associate Professor,Yin-Ru_Chiang,1,m,non-Taiwan,Germany,University of Freiburg,172,2007,2012,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
143,National Taiwan University,Department of Bioenvironmental Systems Engineering,Assistant Professor,Yo-Jin_Shiau,1,m,non-Taiwan,USA,North Carolina State University,300,2014,2019,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
144,Academia Sinica,Biodiversity Research Center,Associate Professor,Yoko_Nozawa,1,m,non-Taiwan,Japan,Kyushu University,137,2006,2009,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
145,National Sun Yat-sen University,Department of Biological Sciences,Professor,Yu-Chung_Chiang,1,m,Taiwan,Taiwan,National Taiwan Normal University,334,2002,2002,2014,0,12,NA,NA,NA,NA, 2010 to 2014,20,394,11,35.82,19.7,85.75,4.44,4.7,13,12,-1,19,9,2.68,6,45.18,6.72,9.85,12.81,4.23,12/8/21 3:05,7.79,0.55,84.5,99.5,0,2010,2014,394,18,11,1,0,4,before,full
146,National Taiwan Normal University,Department of Life Science,Professor,Yu-Feng_Hsu,1,m,non-Taiwan,USA,University of California; Berkeley ,32,1995,1995,2007,0,12,NA,NA,NA,NA, 2003 to 2007,13,331,18,18.39,25.46,75.64,6.09,2.85,5,5,0,13,3,1.47,3,18.68,4.32,4.39,16.94,3.09,11/27/21 21:41,4.2,0.17,94.3,100,1,2004,2007,331,3,1,1,0,1,before,full
147,National Chung Hsing University,Department of Life Sciences,Assistant Professor,Yu-Hsin_Tseng,1,f,Taiwan,Taiwan,National Taiwan University,68,2015,2021,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
148,Academia Sinica,Institute of Plant and Microbial Biology,Professor,Yu-Ming_Ju,1,m,non-Taiwan,USA,Washington State University,427,1995,1999,2008,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
149,National Taiwan University,Department of Animal Science and Technology,Professor,Yu-Ten_Ju,1,m,Taiwan,Taiwan,National Yang Ming Chiao Tung University,268,1999,2002,2015,3,13,NA,NA,NA,NA, 2011 to 2015,6,81,10,8.1,13.5,16.37,1.22,5,6,2,-4,6,4,1.2,3,10.36,3.22,2.08,6.71,1.22,12/18/21 22:41,1.63,0.3,100,100,0,2011,2015,81,6,2,0,0,2,before,full
150,Academia Sinica,Institute of Cellular and Organismic Biology,Assistant Professor,Yung-Che_Tseng,1,m,Taiwan,Taiwan,National Taiwan University,68,2008,2015,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,before,full
151,National Taiwan Normal University,Department of Life Science,Professor,Yuying_Hsu,1,f,non-Taiwan,USA,Syracuse University,675,1997,2002,2010,5,8,NA,NA,NA,NA, 2006 to 2010,10,1513,15,100.87,151.3,523.1,3.24,3.5,10,7,-3,10,7,2.86,7,111.45,10.56,38.95,37.59,3.23,11/28/21 2:33,34.87,0.47,100,100,3,2006,2010,1513,10,7,6,2,5,before,full
